Product ID,Product Name,Category,Quantity in Stock,Unit Price,Supplier,Order Date,Delivery Date,Region,Sales
P3293,Product A,Category 4,410,45.73,Supplier 1,2024-06-01 09:36:37.549035,2024-03-06 09:36:37.578923,South,4030.89
P3098,Product A,Category 3,185,61.68,Supplier 1,2024-09-24 09:36:37.549037,2024-10-18 09:36:37.578924,South,1855.42
P4726,Product E,Category 4,295,22.05,Supplier 2,2024-12-20 09:36:37.549038,2024-05-24 09:36:37.578926,North,4697.04
P3681,Product A,Category 3,332,70.29,Supplier 1,2024-08-07 09:36:37.549040,2024-11-12 09:36:37.578928,West,4299.51
P6429,Product D,Category 1,32,67.18,Supplier 2,2024-10-25 09:36:37.549042,2024-12-10 09:36:37.578929,South,2394.41
P5289,Product C,Category 2,186,35.73,Supplier 1,2025-01-10 09:36:37.549043,2024-10-17 09:36:37.578931,North,4894.21
P9728,Product B,Category 2,317,84.5,Supplier 3,2024-11-07 09:36:37.549045,2024-03-22 09:36:37.578933,South,2969.05
P5095,Product A,Category 2,286,72.26,Supplier 1,2024-07-05 09:36:37.549047,2024-02-24 09:36:37.578934,North,2252.59
P5134,Product E,Category 2,117,89.84,Supplier 3,2024-04-13 09:36:37.549048,2024-01-24 09:36:37.578936,East,1028.98
P3815,Product E,Category 2,350,57.49,Supplier 4,2024-02-24 09:36:37.549050,2024-06-22 09:36:37.578938,East,1010.58
P2877,Product D,Category 1,422,64.48,Supplier 1,2024-08-07 09:36:37.549052,2024-07-30 09:36:37.578939,East,1214.03
P1397,Product A,Category 1,126,45.28,Supplier 2,2024-01-25 09:36:37.549053,2024-04-06 09:36:37.578941,West,3791.64
P5279,Product B,Category 4,208,98.06,Supplier 4,2024-06-02 09:36:37.549055,2024-02-10 09:36:37.578942,West,1276.03
P7513,Product A,Category 3,107,22.68,Supplier 2,2024-06-08 09:36:37.549057,2024-07-18 09:36:37.578944,South,1719.93
P4432,Product A,Category 1,86,31.25,Supplier 1,2024-11-23 09:36:37.549058,2024-12-13 09:36:37.578946,North,1842.31
P1444,Product B,Category 4,86,81.37,Supplier 2,2024-02-29 09:36:37.549060,2024-10-26 09:36:37.578947,West,2580.65
P7765,Product C,Category 3,304,35.84,Supplier 3,2024-02-22 09:36:37.549062,2024-09-22 09:36:37.578949,East,4602.03
P4461,Product D,Category 1,223,95.91,Supplier 1,2024-03-19 09:36:37.549063,2024-12-22 09:36:37.578950,West,3210.69
P1588,Product D,Category 2,377,23.05,Supplier 4,2024-06-19 09:36:37.549065,2024-08-26 09:36:37.578952,West,3258.23
P5350,Product B,Category 1,12,68.81,Supplier 2,2024-10-20 09:36:37.549067,2024-12-08 09:36:37.578954,South,4294.76
P5830,Product C,Category 4,391,42.27,Supplier 2,2024-05-18 09:36:37.549068,2024-05-25 09:36:37.578955,West,2202.49
P3074,Product B,Category 4,272,28.83,Supplier 4,2024-10-01 09:36:37.549070,2024-06-12 09:36:37.578957,West,1555.13
P6379,Product A,Category 3,239,74.5,Supplier 1,2024-05-11 09:36:37.549072,2024-09-06 09:36:37.578959,East,1156.21
P4850,Product A,Category 2,191,85.95,Supplier 1,2024-05-03 09:36:37.549073,2024-09-02 09:36:37.578960,West,3319.47
P6490,Product C,Category 3,458,42.64,Supplier 3,2024-10-11 09:36:37.549075,2024-07-31 09:36:37.578962,North,1542.77
P3067,Product E,Category 2,323,53.36,Supplier 3,2024-04-16 09:36:37.549077,2024-04-25 09:36:37.578963,East,3230.38
P6241,Product A,Category 2,104,74.86,Supplier 3,2024-03-12 09:36:37.549078,2024-03-17 09:36:37.578965,North,3888.37
P8930,Product C,Category 3,182,45.97,Supplier 2,2024-08-04 09:36:37.549080,2024-02-28 09:36:37.578967,South,3493.18
P2221,Product B,Category 1,85,83.32,Supplier 4,2024-10-07 09:36:37.549082,2024-11-21 09:36:37.578968,North,1602.4
P6627,Product D,Category 4,291,11.78,Supplier 2,2024-04-10 09:36:37.549083,2024-12-17 09:36:37.578970,South,3419.3
P6726,Product B,Category 1,434,86.13,Supplier 3,2024-03-25 09:36:37.549085,2024-06-10 09:36:37.578972,East,2342.48
P5543,Product C,Category 2,318,35.67,Supplier 3,2024-04-26 09:36:37.549087,2024-03-16 09:36:37.578973,East,2925.69
P7270,Product C,Category 1,486,68.37,Supplier 3,2024-11-22 09:36:37.549088,2024-07-10 09:36:37.578975,South,3148.07
P2074,Product E,Category 2,217,11.87,Supplier 4,2024-10-05 09:36:37.549090,2024-04-23 09:36:37.578977,South,2774.77
P4083,Product E,Category 2,28,67.31,Supplier 3,2024-02-05 09:36:37.549092,2024-11-12 09:36:37.578979,South,4983.43
P3592,Product B,Category 3,97,93.92,Supplier 3,2024-07-12 09:36:37.549093,2024-02-28 09:36:37.578980,West,2977.28
P6570,Product E,Category 3,163,52.76,Supplier 3,2024-05-11 09:36:37.549095,2024-06-24 09:36:37.578982,West,4596.97
P3501,Product D,Category 2,354,71.16,Supplier 4,2024-07-25 09:36:37.549097,2024-10-12 09:36:37.578984,North,3825.13
P6778,Product E,Category 3,129,73.63,Supplier 2,2025-01-06 09:36:37.549098,2024-10-23 09:36:37.578985,North,3306.95
P3159,Product C,Category 1,67,93.38,Supplier 4,2024-06-23 09:36:37.549100,2024-12-01 09:36:37.578987,East,1951.32
P5084,Product D,Category 2,159,74.24,Supplier 1,2024-05-30 09:36:37.549105,2024-12-17 09:36:37.578988,North,3950.2
P5608,Product A,Category 2,371,98.77,Supplier 2,2024-11-03 09:36:37.549107,2024-05-02 09:36:37.578990,North,4884.12
P5543,Product C,Category 1,192,47.32,Supplier 2,2024-06-25 09:36:37.549109,2024-10-02 09:36:37.578992,West,2565.5
P9736,Product B,Category 2,461,65.48,Supplier 4,2024-04-22 09:36:37.549111,2024-02-19 09:36:37.578993,East,3159.11
P9338,Product C,Category 1,48,79.81,Supplier 1,2024-02-23 09:36:37.549113,2024-08-12 09:36:37.578995,East,3128.44
P1619,Product B,Category 2,393,54.69,Supplier 4,2024-02-28 09:36:37.549114,2024-09-26 09:36:37.578997,South,4888.99
P2276,Product D,Category 1,466,31.94,Supplier 1,2024-02-18 09:36:37.549116,2024-10-31 09:36:37.578998,South,3783.73
P9602,Product E,Category 4,115,71.28,Supplier 3,2024-05-31 09:36:37.549118,2024-11-20 09:36:37.579000,West,4986.24
P8303,Product B,Category 2,365,30.34,Supplier 1,2024-10-12 09:36:37.549119,2024-10-28 09:36:37.579002,North,2049.14
P7024,Product C,Category 2,488,16.42,Supplier 3,2024-07-14 09:36:37.549121,2024-02-10 09:36:37.579003,East,2447.96
P5462,Product C,Category 4,274,55.3,Supplier 4,2024-09-04 09:36:37.549123,2024-04-07 09:36:37.579005,East,1424.35
P2731,Product D,Category 3,332,13.27,Supplier 2,2025-01-11 09:36:37.549124,2024-03-04 09:36:37.579007,North,1775.82
P8004,Product D,Category 4,221,71.9,Supplier 3,2024-10-26 09:36:37.549126,2024-07-11 09:36:37.579010,West,3804.09
P4827,Product B,Category 3,132,84.24,Supplier 4,2024-02-17 09:36:37.549127,2024-06-26 09:36:37.579013,South,1774.85
P5103,Product E,Category 1,189,96.2,Supplier 1,2024-02-10 09:36:37.549130,2024-02-13 09:36:37.579016,East,2530.72
P9482,Product B,Category 2,119,66.13,Supplier 4,2024-07-26 09:36:37.549133,2024-05-07 09:36:37.579019,West,3524.61
P1519,Product D,Category 4,79,95.58,Supplier 4,2024-06-09 09:36:37.549136,2024-07-23 09:36:37.579021,North,1720.35
P8514,Product D,Category 4,238,99.29,Supplier 3,2024-07-15 09:36:37.549139,2025-01-09 09:36:37.579024,West,4910.37
P1415,Product D,Category 2,288,15.16,Supplier 1,2024-08-21 09:36:37.549141,2024-07-18 09:36:37.579027,East,4821.81
P1689,Product E,Category 4,351,22.72,Supplier 1,2025-01-02 09:36:37.549144,2024-01-28 09:36:37.579029,South,3408.53
P1723,Product E,Category 4,100,63.08,Supplier 3,2024-02-23 09:36:37.549147,2024-06-11 09:36:37.579031,East,3043.58
P4780,Product B,Category 1,106,16.47,Supplier 1,2024-12-28 09:36:37.549150,2024-01-19 09:36:37.579033,North,1003.77
P7220,Product E,Category 4,182,46.89,Supplier 2,2024-02-20 09:36:37.549152,2024-05-14 09:36:37.579034,East,4456.34
P4420,Product A,Category 1,436,99.05,Supplier 4,2024-03-31 09:36:37.549154,2024-05-30 09:36:37.579036,North,4335.24
P7582,Product D,Category 4,149,78.09,Supplier 2,2024-10-14 09:36:37.549155,2024-07-14 09:36:37.579037,North,1647.97
P4212,Product B,Category 4,290,88.73,Supplier 1,2024-06-17 09:36:37.549157,2024-12-12 09:36:37.579039,North,4146.05
P7844,Product C,Category 4,123,13.64,Supplier 3,2024-09-11 09:36:37.549159,2024-12-09 09:36:37.579041,South,4502.8
P3244,Product C,Category 1,132,32.92,Supplier 4,2024-09-29 09:36:37.549160,2024-09-04 09:36:37.579042,North,4029.4
P5337,Product A,Category 1,284,54.06,Supplier 1,2024-05-21 09:36:37.549162,2024-08-03 09:36:37.579044,South,1495.26
P5730,Product B,Category 1,332,81.78,Supplier 4,2024-10-04 09:36:37.549164,2024-07-19 09:36:37.579045,South,2943.33
P8946,Product D,Category 1,5,26.13,Supplier 4,2024-04-19 09:36:37.549165,2024-09-21 09:36:37.579047,East,2785.85
P1564,Product D,Category 4,144,29.35,Supplier 3,2024-04-22 09:36:37.549167,2024-12-02 09:36:37.579048,South,4103.17
P6179,Product C,Category 4,180,45.21,Supplier 3,2024-04-11 09:36:37.549169,2024-05-31 09:36:37.579050,South,4642.47
P2172,Product B,Category 1,158,76.75,Supplier 2,2024-08-11 09:36:37.549170,2024-11-30 09:36:37.579052,East,2874.79
P4933,Product E,Category 1,16,38.82,Supplier 2,2024-07-20 09:36:37.549172,2024-05-28 09:36:37.579053,East,2541.22
P4997,Product D,Category 3,256,47.85,Supplier 3,2024-01-25 09:36:37.549173,2024-02-13 09:36:37.579055,West,2366.3
P8556,Product A,Category 1,7,77.26,Supplier 4,2024-08-06 09:36:37.549175,2024-02-20 09:36:37.579056,North,2823.11
P8465,Product D,Category 2,73,70.23,Supplier 4,2024-02-21 09:36:37.549177,2024-05-21 09:36:37.579058,East,4930.69
P1062,Product D,Category 2,423,19.61,Supplier 2,2024-07-27 09:36:37.549179,2024-06-21 09:36:37.579060,South,4953.13
P6543,Product C,Category 1,298,49.1,Supplier 3,2024-09-06 09:36:37.549180,2024-03-18 09:36:37.579061,North,2501.95
P7642,Product D,Category 4,459,70.54,Supplier 4,2024-11-11 09:36:37.549182,2024-06-02 09:36:37.579063,North,1215.21
P8301,Product B,Category 3,86,46.26,Supplier 1,2024-08-10 09:36:37.549184,2024-08-09 09:36:37.579065,North,4246.53
P8793,Product E,Category 2,344,98.44,Supplier 3,2024-09-09 09:36:37.549185,2024-12-11 09:36:37.579066,South,2229.16
P6510,Product B,Category 4,227,48.15,Supplier 4,2024-05-08 09:36:37.549187,2024-08-30 09:36:37.579068,West,3687.32
P5389,Product D,Category 2,228,64.38,Supplier 3,2024-07-24 09:36:37.549188,2024-07-07 09:36:37.579069,East,2482.48
P2052,Product B,Category 3,343,37.87,Supplier 2,2024-01-22 09:36:37.549190,2024-04-15 09:36:37.579071,West,3524.28
P8134,Product C,Category 1,442,14.27,Supplier 1,2024-08-30 09:36:37.549192,2024-09-17 09:36:37.579073,South,2692.31
P5724,Product C,Category 1,408,67.35,Supplier 3,2024-07-12 09:36:37.549193,2024-10-01 09:36:37.579074,South,4527.62
P1512,Product C,Category 2,426,47.02,Supplier 1,2024-10-24 09:36:37.549195,2024-04-04 09:36:37.579076,West,4906.32
P4275,Product A,Category 2,229,23.35,Supplier 3,2025-01-06 09:36:37.549197,2024-03-15 09:36:37.579077,East,4673.67
P1262,Product C,Category 4,82,18.65,Supplier 1,2024-07-12 09:36:37.549199,2024-02-15 09:36:37.579079,North,4447.16
P1018,Product B,Category 2,418,93.53,Supplier 4,2024-10-04 09:36:37.549200,2024-02-23 09:36:37.579081,West,4539.28
P1054,Product E,Category 4,277,42.86,Supplier 4,2024-09-23 09:36:37.549202,2024-04-09 09:36:37.579082,South,3737.23
P3720,Product A,Category 3,59,94.87,Supplier 3,2024-10-16 09:36:37.549205,2024-09-14 09:36:37.579085,South,4925.47
P4879,Product B,Category 4,309,11.59,Supplier 3,2024-11-24 09:36:37.549206,2025-01-12 09:36:37.579086,West,1174.07
P6084,Product C,Category 4,70,75.55,Supplier 1,2024-07-28 09:36:37.549208,2024-06-13 09:36:37.579088,South,2882.1
P4770,Product B,Category 1,498,48.21,Supplier 3,2024-11-07 09:36:37.549210,2024-02-11 09:36:37.579089,West,1292.9
P5413,Product C,Category 4,418,61.63,Supplier 2,2024-10-07 09:36:37.549211,2024-09-24 09:36:37.579091,East,4842.5
P7033,Product D,Category 1,278,64.34,Supplier 3,2024-11-08 09:36:37.549213,2024-09-07 09:36:37.579093,South,1133.6
P7061,Product C,Category 3,234,95.03,Supplier 1,2024-11-01 09:36:37.549215,2024-07-21 09:36:37.579094,West,2638.84
P5369,Product E,Category 1,412,56.54,Supplier 4,2024-03-05 09:36:37.549216,2024-12-14 09:36:37.579096,North,4011.69
P1117,Product D,Category 4,219,35.61,Supplier 4,2024-03-12 09:36:37.549218,2024-03-28 09:36:37.579097,North,4176.2
P1585,Product A,Category 4,66,80.92,Supplier 3,2024-05-10 09:36:37.549220,2024-04-27 09:36:37.579099,East,2950.12
P7056,Product B,Category 4,441,72.3,Supplier 1,2024-09-10 09:36:37.549221,2025-01-09 09:36:37.579101,East,3037.43
P3743,Product E,Category 4,229,79.67,Supplier 4,2024-09-06 09:36:37.549223,2024-07-15 09:36:37.579102,East,4819.6
P2777,Product C,Category 3,253,84.84,Supplier 3,2024-07-07 09:36:37.549224,2024-11-01 09:36:37.579104,East,2516.12
P2777,Product C,Category 1,50,71.19,Supplier 2,2024-04-17 09:36:37.549226,2024-11-30 09:36:37.579106,South,3582.22
P2227,Product E,Category 4,153,79.2,Supplier 4,2024-04-10 09:36:37.549227,2024-02-21 09:36:37.579107,North,2505.29
P6457,Product A,Category 4,276,75.59,Supplier 3,2024-07-28 09:36:37.549229,2024-10-12 09:36:37.579109,South,1539.11
P1475,Product E,Category 1,308,66.2,Supplier 2,2024-12-31 09:36:37.549231,2024-10-18 09:36:37.579111,East,2220.21
P1320,Product D,Category 2,336,58.37,Supplier 1,2025-01-07 09:36:37.549232,2024-05-09 09:36:37.579112,North,4375.85
P8250,Product A,Category 2,460,31.55,Supplier 2,2024-09-25 09:36:37.549234,2025-01-08 09:36:37.579114,East,4067.44
P1331,Product B,Category 4,8,15.16,Supplier 4,2024-08-02 09:36:37.549235,2024-04-04 09:36:37.579115,North,4860.23
P3091,Product E,Category 1,407,82.3,Supplier 1,2024-02-08 09:36:37.549237,2024-08-25 09:36:37.579117,East,4415.84
P8018,Product E,Category 4,374,42.88,Supplier 4,2024-10-15 09:36:37.549239,2024-10-09 09:36:37.579119,West,4514.18
P3428,Product D,Category 4,244,77.98,Supplier 3,2024-11-20 09:36:37.549240,2024-06-05 09:36:37.579120,West,4934.78
P7123,Product E,Category 3,61,30.04,Supplier 3,2024-06-21 09:36:37.549242,2024-07-02 09:36:37.579122,North,2035.4
P1100,Product B,Category 3,497,93.01,Supplier 4,2024-08-06 09:36:37.549244,2024-07-24 09:36:37.579123,West,2044.91
P7869,Product B,Category 3,421,21.3,Supplier 2,2024-10-06 09:36:37.549245,2024-07-30 09:36:37.579125,East,2924.35
P3885,Product D,Category 3,286,14.3,Supplier 1,2024-12-17 09:36:37.549247,2024-12-08 09:36:37.579127,South,4580.83
P6502,Product E,Category 1,242,15.75,Supplier 2,2025-01-16 09:36:37.549248,2025-01-13 09:36:37.579128,East,3290.42
P3436,Product B,Category 1,77,48.33,Supplier 1,2024-02-08 09:36:37.549250,2024-06-28 09:36:37.579130,East,2407.5
P5521,Product B,Category 1,105,66.18,Supplier 4,2024-05-25 09:36:37.549252,2024-06-18 09:36:37.579132,North,4077.73
P7336,Product E,Category 2,155,72.4,Supplier 4,2024-03-06 09:36:37.549254,2024-08-06 09:36:37.579133,South,1563.65
P5608,Product A,Category 4,218,52.93,Supplier 4,2024-10-13 09:36:37.549255,2024-10-29 09:36:37.579135,West,3481.53
P3123,Product D,Category 1,192,78.1,Supplier 1,2024-02-27 09:36:37.549257,2024-05-27 09:36:37.579137,South,4130.07
P6812,Product E,Category 3,14,49.69,Supplier 4,2024-09-16 09:36:37.549259,2024-08-09 09:36:37.579138,West,3211.3
P2152,Product D,Category 1,74,84.76,Supplier 1,2024-08-19 09:36:37.549260,2024-10-24 09:36:37.579140,South,4061.77
P9023,Product D,Category 4,229,55.16,Supplier 3,2024-05-25 09:36:37.549262,2024-11-12 09:36:37.579142,East,4083.48
P5310,Product B,Category 3,405,11.33,Supplier 2,2024-03-12 09:36:37.549263,2024-08-05 09:36:37.579143,North,3324.79
P9734,Product C,Category 2,258,40.94,Supplier 4,2024-03-20 09:36:37.549265,2024-07-10 09:36:37.579145,West,1055.77
P2020,Product E,Category 4,366,62.28,Supplier 3,2024-11-22 09:36:37.549267,2024-12-08 09:36:37.579146,North,3676.82
P8035,Product B,Category 3,419,49.7,Supplier 1,2024-04-24 09:36:37.549268,2024-07-25 09:36:37.579148,East,1856.27
P3520,Product B,Category 2,167,58.28,Supplier 2,2024-06-01 09:36:37.549270,2024-04-18 09:36:37.579150,East,1143.04
P8063,Product B,Category 3,269,96.9,Supplier 4,2024-07-24 09:36:37.549272,2024-08-18 09:36:37.579151,North,2882.9
P7834,Product A,Category 2,307,57.2,Supplier 2,2024-10-14 09:36:37.549274,2024-05-28 09:36:37.579153,West,1294.43
P3034,Product D,Category 1,413,22.78,Supplier 2,2024-06-17 09:36:37.549275,2024-08-29 09:36:37.579154,North,4644.79
P4008,Product C,Category 4,117,73.18,Supplier 3,2024-11-11 09:36:37.549277,2024-12-25 09:36:37.579156,West,1168.6
P1888,Product C,Category 3,432,16.85,Supplier 1,2024-02-06 09:36:37.549279,2024-02-22 09:36:37.579158,South,2272.16
P6020,Product A,Category 3,454,11.82,Supplier 3,2024-05-16 09:36:37.549280,2024-08-24 09:36:37.579159,West,1525.91
P4810,Product B,Category 2,313,23.97,Supplier 1,2024-05-27 09:36:37.549282,2024-09-01 09:36:37.579161,South,2591.63
P6850,Product D,Category 2,32,42.92,Supplier 2,2024-09-09 09:36:37.549284,2024-06-15 09:36:37.579163,West,3022.1
P2064,Product E,Category 4,405,13.28,Supplier 1,2024-02-23 09:36:37.549285,2024-09-28 09:36:37.579164,West,3349.12
P6481,Product B,Category 4,370,75.18,Supplier 2,2024-07-13 09:36:37.549287,2024-02-29 09:36:37.579166,South,3327.7
P1646,Product C,Category 2,153,65.76,Supplier 1,2024-08-03 09:36:37.549289,2024-07-21 09:36:37.579168,West,4890.35
P4627,Product E,Category 4,103,54.2,Supplier 3,2024-06-01 09:36:37.549291,2024-06-22 09:36:37.579169,West,4349.88
P9321,Product C,Category 2,466,91.19,Supplier 2,2024-12-07 09:36:37.549292,2024-12-29 09:36:37.579171,East,2839.65
P5630,Product A,Category 2,206,33.38,Supplier 4,2024-02-07 09:36:37.549294,2024-12-12 09:36:37.579172,South,2761.76
P1280,Product B,Category 2,82,23.67,Supplier 3,2025-01-09 09:36:37.549295,2024-01-21 09:36:37.579174,East,3914.87
P5978,Product B,Category 3,218,83.12,Supplier 2,2024-08-24 09:36:37.549297,2024-10-08 09:36:37.579176,North,1117.76
P2282,Product D,Category 1,411,44.16,Supplier 4,2024-08-14 09:36:37.549299,2024-09-03 09:36:37.579177,East,1570.07
P7896,Product A,Category 4,415,98.02,Supplier 3,2024-08-08 09:36:37.549300,2024-08-01 09:36:37.579179,North,1489.89
P4308,Product E,Category 2,419,21.27,Supplier 1,2024-08-03 09:36:37.549302,2024-07-10 09:36:37.579180,East,4112.57
P8979,Product C,Category 1,93,42.88,Supplier 3,2024-02-03 09:36:37.549303,2024-05-01 09:36:37.579182,West,2958.74
P1913,Product B,Category 4,404,95.71,Supplier 2,2024-09-13 09:36:37.549305,2024-01-21 09:36:37.579184,South,2384.75
P9662,Product D,Category 3,202,16.33,Supplier 4,2024-10-05 09:36:37.549307,2024-05-28 09:36:37.579185,South,2431.76
P7300,Product C,Category 3,471,22.08,Supplier 4,2024-04-05 09:36:37.549308,2024-02-28 09:36:37.579187,West,3017.15
P6794,Product B,Category 4,194,96.65,Supplier 1,2024-09-06 09:36:37.549310,2024-08-23 09:36:37.579189,East,3551.56
P7977,Product E,Category 3,14,17.89,Supplier 1,2024-12-26 09:36:37.549312,2024-01-31 09:36:37.579190,North,1062.28
P8674,Product D,Category 3,384,17.31,Supplier 3,2024-04-05 09:36:37.549313,2024-07-29 09:36:37.579192,East,3736.98
P4025,Product C,Category 4,50,91.59,Supplier 3,2024-05-16 09:36:37.549315,2024-05-11 09:36:37.579193,West,3011.48
P4536,Product D,Category 4,180,14.59,Supplier 1,2024-12-26 09:36:37.549316,2024-02-07 09:36:37.579195,West,3308.07
P2779,Product D,Category 3,7,55.54,Supplier 3,2024-07-30 09:36:37.549318,2025-01-06 09:36:37.579197,East,2364.72
P3811,Product C,Category 1,156,82.38,Supplier 3,2024-08-17 09:36:37.549320,2024-04-04 09:36:37.579198,North,3305.99
P9962,Product E,Category 2,184,85.25,Supplier 2,2024-10-14 09:36:37.549321,2024-08-02 09:36:37.579200,East,2659.1
P3178,Product C,Category 1,229,98.26,Supplier 4,2024-11-13 09:36:37.549323,2024-09-26 09:36:37.579202,West,3488.46
P5382,Product A,Category 4,303,70.33,Supplier 3,2024-05-28 09:36:37.549324,2024-04-13 09:36:37.579203,East,2264.83
P4541,Product E,Category 3,204,27.68,Supplier 1,2024-02-22 09:36:37.549326,2024-03-26 09:36:37.579205,North,3041.53
P9245,Product C,Category 1,472,17.25,Supplier 3,2024-11-16 09:36:37.549328,2024-03-21 09:36:37.579207,West,3780.11
P9696,Product A,Category 1,5,23.63,Supplier 2,2024-04-18 09:36:37.549330,2024-09-27 09:36:37.579208,North,3129.31
P9313,Product D,Category 4,458,67.87,Supplier 2,2024-11-15 09:36:37.549331,2024-02-02 09:36:37.579210,East,2062.82
P5575,Product D,Category 4,228,59.43,Supplier 1,2024-11-24 09:36:37.549333,2024-06-26 09:36:37.579212,North,3980.84
P6217,Product A,Category 1,266,54.5,Supplier 3,2024-11-02 09:36:37.549334,2024-11-14 09:36:37.579214,South,3887.21
P1397,Product A,Category 3,188,49.72,Supplier 3,2024-04-29 09:36:37.549336,2024-12-02 09:36:37.579215,West,4904.51
P2824,Product C,Category 2,163,78.99,Supplier 2,2024-12-28 09:36:37.549338,2024-03-10 09:36:37.579217,East,1934.05
P4794,Product E,Category 2,185,85.32,Supplier 3,2024-06-22 09:36:37.549340,2024-08-18 09:36:37.579218,East,3673.95
P7463,Product B,Category 4,87,37.77,Supplier 1,2024-06-26 09:36:37.549341,2024-11-08 09:36:37.579220,South,1992.64
P9271,Product D,Category 4,390,86.01,Supplier 1,2024-08-16 09:36:37.549343,2024-07-06 09:36:37.579222,South,3178.31
P2575,Product E,Category 1,471,31.19,Supplier 4,2024-11-23 09:36:37.549344,2025-01-15 09:36:37.579223,North,4599.98
P6510,Product D,Category 3,112,96.26,Supplier 3,2024-05-24 09:36:37.549346,2024-05-11 09:36:37.579226,South,3550.11
P1211,Product B,Category 1,52,10.85,Supplier 4,2024-08-17 09:36:37.549347,2024-07-01 09:36:37.579228,South,3770.9
P3991,Product C,Category 3,102,14.28,Supplier 2,2024-01-30 09:36:37.549349,2024-02-04 09:36:37.579231,South,2147.96
P3039,Product E,Category 1,67,76.46,Supplier 3,2024-06-02 09:36:37.549351,2024-03-17 09:36:37.579234,East,1569.37
P7331,Product B,Category 3,416,38.83,Supplier 3,2024-05-09 09:36:37.549352,2024-10-14 09:36:37.579237,North,4680.8
P9872,Product B,Category 1,225,80.92,Supplier 4,2024-09-16 09:36:37.549354,2024-08-12 09:36:37.579239,South,2028.4
P7116,Product A,Category 3,321,29.67,Supplier 1,2024-03-10 09:36:37.549355,2024-09-18 09:36:37.579242,West,3263.99
P2115,Product B,Category 2,208,87.13,Supplier 4,2024-11-25 09:36:37.549357,2024-01-29 09:36:37.579245,West,3660.16
P3472,Product E,Category 2,367,19.25,Supplier 2,2024-04-24 09:36:37.549359,2024-05-19 09:36:37.579247,North,1157.48
P7803,Product D,Category 2,192,80.97,Supplier 1,2024-10-13 09:36:37.549360,2024-10-01 09:36:37.579248,East,2960.19
P2118,Product B,Category 4,20,29.41,Supplier 2,2024-04-23 09:36:37.549362,2024-01-25 09:36:37.579250,North,4469.99
P7893,Product B,Category 4,277,91.78,Supplier 2,2024-03-29 09:36:37.549364,2024-08-18 09:36:37.579251,West,4439.93
P7411,Product A,Category 2,259,90.2,Supplier 2,2024-08-21 09:36:37.549367,2024-12-31 09:36:37.579253,South,4147.95
P5177,Product D,Category 4,252,30.16,Supplier 3,2024-03-08 09:36:37.549370,2024-07-25 09:36:37.579255,East,4519.44
P1026,Product B,Category 2,402,88.99,Supplier 3,2024-10-27 09:36:37.549373,2024-06-19 09:36:37.579258,North,4670.76
P8657,Product E,Category 4,94,68.84,Supplier 1,2024-05-06 09:36:37.549376,2024-12-08 09:36:37.579259,East,3495.78
P7979,Product D,Category 2,330,66.66,Supplier 2,2024-04-10 09:36:37.549378,2024-01-19 09:36:37.579261,North,2297.76
P7368,Product A,Category 3,19,19.33,Supplier 1,2024-06-02 09:36:37.549381,2024-11-16 09:36:37.579263,West,4308.05
P3004,Product A,Category 4,133,63.31,Supplier 1,2024-05-22 09:36:37.549384,2024-09-28 09:36:37.579264,East,4511.69
P4194,Product C,Category 4,291,60.88,Supplier 3,2024-04-04 09:36:37.549386,2025-01-12 09:36:37.579266,South,1354.35
P1651,Product E,Category 3,495,61.93,Supplier 2,2024-04-24 09:36:37.549389,2024-10-17 09:36:37.579267,West,2039.48
P9717,Product B,Category 2,442,57.57,Supplier 2,2024-04-11 09:36:37.549392,2024-03-28 09:36:37.579269,South,2938.09
P1105,Product D,Category 2,451,23.71,Supplier 3,2024-04-16 09:36:37.549394,2024-01-22 09:36:37.579271,East,4150.6
P7129,Product C,Category 3,56,80.21,Supplier 1,2024-05-15 09:36:37.549397,2024-09-10 09:36:37.579272,West,3639.22
P3878,Product E,Category 3,384,81.71,Supplier 1,2024-05-18 09:36:37.549400,2024-06-07 09:36:37.579274,West,1359.52
P5763,Product E,Category 3,406,76.69,Supplier 2,2024-05-31 09:36:37.549403,2024-05-22 09:36:37.579276,East,2998.02
P5316,Product C,Category 3,96,46.34,Supplier 4,2024-09-05 09:36:37.549406,2024-01-18 09:36:37.579277,East,3822.41
P6554,Product E,Category 4,67,51.72,Supplier 4,2024-12-21 09:36:37.549409,2024-08-25 09:36:37.579279,West,2683.63
P8791,Product C,Category 2,68,42.91,Supplier 4,2024-11-10 09:36:37.549412,2024-10-02 09:36:37.579281,West,1098.37
P1122,Product B,Category 2,95,75.2,Supplier 3,2024-08-26 09:36:37.549415,2024-10-16 09:36:37.579282,East,1168.54
P5540,Product A,Category 1,137,26.21,Supplier 2,2024-09-20 09:36:37.549418,2024-10-08 09:36:37.579284,East,3033.36
P3970,Product D,Category 2,400,36.78,Supplier 3,2024-04-01 09:36:37.549421,2024-11-04 09:36:37.579285,North,3722.39
P8411,Product B,Category 1,25,90.4,Supplier 4,2024-06-13 09:36:37.549424,2024-11-26 09:36:37.579287,South,3994.91
P9916,Product A,Category 4,390,99.21,Supplier 4,2024-08-03 09:36:37.549427,2025-01-04 09:36:37.579288,East,1675.97
P1375,Product B,Category 1,111,70.78,Supplier 3,2024-07-23 09:36:37.549430,2024-07-16 09:36:37.579290,North,2509.58
